101.905,06/02/2014 15:09:06, 
101.895,06/02/2014 15:10:27, 
101.898,06/02/2014 15:11:03, 
101.835,06/02/2014 15:12:33, 
101.869,06/02/2014 15:15:05, 
101.865,06/02/2014 15:15:09, 
101.865,06/02/2014 15:15:47, 
101.855,06/02/2014 15:16:33, 
101.835,06/02/2014 15:17:31, 
101.8555,06/02/2014 15:18:03, 
101.8385,06/02/2014 15:19:03, 
101.855,06/02/2014 15:20:08, 
101.835,06/02/2014 15:21:47, 
101.875,06/02/2014 15:22:03, 
101.885,06/02/2014 15:23:27, 
101.8845,06/02/2014 15:24:06, 
101.8845,06/02/2014 15:25:09, 
101.855,06/02/2014 15:27:20, 
101.865,06/02/2014 15:28:09, 
101.875,06/02/2014 15:29:02, 
101.875,06/02/2014 15:30:02, 
101.905,06/02/2014 15:31:02, 
101.929,06/02/2014 15:32:02, 
101.8945,06/02/2014 15:33:03, 
101.89,06/02/2014 15:34:12, 
101.905,06/02/2014 15:36:22, 
101.925,06/02/2014 15:37:03, 
101.905,06/02/2014 15:38:03, 
101.915,06/02/2014 15:39:06, 
101.907,06/02/2014 15:40:03, 
101.875,06/02/2014 15:41:02, 
101.895,06/02/2014 15:42:02, 
101.885,06/02/2014 15:43:03, 
101.916,06/02/2014 15:45:08, 
101.925,06/02/2014 15:46:02, 
101.945,06/02/2014 15:48:06, 
101.945,06/02/2014 15:48:19, 
101.95,06/02/2014 15:49:24, 
101.935,06/02/2014 15:50:23, 
101.917,06/02/2014 15:51:02, 
101.905,06/02/2014 15:52:13, 
101.875,06/02/2014 15:53:03, 
101.876,06/02/2014 15:54:02, 
101.895,06/02/2014 15:55:28, 
101.911,06/02/2014 15:56:02, 
101.855,06/02/2014 15:57:23, 
101.855,06/02/2014 15:58:02, 
101.865,06/02/2014 15:59:02, 
101.835,06/02/2014 16:00:18, 
101.845,06/02/2014 16:01:02, 
101.845,06/02/2014 16:02:03, 
101.865,06/02/2014 16:03:03, 
101.865,06/02/2014 16:04:02, 
101.865,06/02/2014 16:05:02, 
101.845,06/02/2014 16:06:13, 
101.855,06/02/2014 16:07:03, 
101.855,06/02/2014 16:08:02, 
101.875,06/02/2014 16:09:02, 
101.865,06/02/2014 16:10:24, 
101.865,06/02/2014 16:11:23, 
101.885,06/02/2014 16:12:05, 
101.885,06/02/2014 16:13:09, 
101.874,06/02/2014 16:14:03, 
101.895,06/02/2014 16:15:09, 
101.865,06/02/2014 16:16:44, 
101.875,06/02/2014 16:17:06, 
101.865,06/02/2014 16:18:04, 
101.875,06/02/2014 16:19:02, 
101.895,06/02/2014 16:20:03, 
101.845,06/02/2014 16:21:44, 
101.865,06/02/2014 16:22:03, 
101.845,06/02/2014 16:23:03, 
101.845,06/02/2014 16:24:23, 
101.835,06/02/2014 16:25:03, 
101.835,06/02/2014 16:26:04, 
101.815,06/02/2014 16:27:23, 
101.805,06/02/2014 16:28:12, 
101.805,06/02/2014 16:29:03, 
101.805,06/02/2014 16:30:03, 
101.805,06/02/2014 16:31:02, 
101.825,06/02/2014 16:32:03, 
101.845,06/02/2014 16:33:17, 
101.845,06/02/2014 16:34:02, 
101.835,06/02/2014 16:35:06, 
101.835,06/02/2014 16:36:02, 
101.845,06/02/2014 16:37:04, 
101.865,06/02/2014 16:38:51, 
101.865,06/02/2014 16:39:06, 
101.855,06/02/2014 16:40:03, 
101.875,06/02/2014 16:41:12, 
101.885,06/02/2014 16:42:02, 
101.885,06/02/2014 16:43:02, 
101.875,06/02/2014 16:44:02, 
101.875,06/02/2014 16:45:05, 
101.8735,06/02/2014 16:46:05, 
101.865,06/02/2014 16:47:02, 
101.855,06/02/2014 16:48:07, 
101.865,06/02/2014 16:49:06, 
101.8735,06/02/2014 16:50:29, 
101.875,06/02/2014 16:51:28, 
101.885,06/02/2014 16:52:23, 
101.895,06/02/2014 16:53:03, 
101.885,06/02/2014 16:54:09, 
101.865,06/02/2014 16:56:04, 
101.855,06/02/2014 16:57:07, 
101.845,06/02/2014 16:58:22, 
101.855,06/02/2014 16:59:05, 
101.855,06/02/2014 17:00:03, 
101.845,06/02/2014 17:01:23, 
101.85,06/02/2014 17:02:03, 
101.865,06/02/2014 17:03:02, 
101.875,06/02/2014 17:04:03, 
101.895,06/02/2014 17:05:03, 
101.8965,06/02/2014 17:06:02, 
101.875,06/02/2014 17:07:02, 
101.895,06/02/2014 17:08:08, 
101.875,06/02/2014 17:09:18, 
101.885,06/02/2014 17:10:06, 
101.8765,06/02/2014 17:11:03, 
101.885,06/02/2014 17:12:44, 
101.885,06/02/2014 17:13:02, 
