1.6392,07/02/2014 17:57:45, 
1.6392,07/02/2014 17:58:03, 
1.6392,07/02/2014 17:59:52, 
1.6392,07/02/2014 18:00:06, 
1.6395,07/02/2014 18:02:03, 
1.6392,07/02/2014 18:03:19, 
1.6392,07/02/2014 18:04:17, 
1.6392,07/02/2014 18:05:07, 
1.6391,07/02/2014 18:06:03, 
1.6394,07/02/2014 18:07:23, 
1.6397,07/02/2014 18:08:03, 
1.639,07/02/2014 18:09:24, 
1.6394,07/02/2014 18:11:03, 
1.6394,07/02/2014 18:12:13, 
1.6395,07/02/2014 18:14:25, 
1.6395,07/02/2014 18:14:47, 
1.6395,07/02/2014 18:16:07, 
1.6394,07/02/2014 18:16:19, 
1.6394,07/02/2014 18:18:07, 
1.6394,07/02/2014 18:18:28, 
1.6394,07/02/2014 18:19:04, 
1.6394,07/02/2014 18:20:03, 
1.6395,07/02/2014 18:21:11, 
1.6395,07/02/2014 18:22:03, 
1.6395,07/02/2014 18:23:23, 
1.6393,07/02/2014 18:24:09, 
1.6393,07/02/2014 18:25:06, 
1.6395,07/02/2014 18:26:29, 
1.6395,07/02/2014 18:27:03, 
1.6396,07/02/2014 18:28:16, 
1.6397,07/02/2014 18:29:09, 
1.6395,07/02/2014 18:30:39, 
1.6395,07/02/2014 18:31:04, 
1.6397,07/02/2014 18:32:04, 
1.6397,07/02/2014 18:34:23, 
1.6396,07/02/2014 18:35:07, 
1.6396,07/02/2014 18:36:06, 
1.6397,07/02/2014 18:37:04, 
1.6397,07/02/2014 18:38:03, 
1.6397,07/02/2014 18:39:04, 
1.6397,07/02/2014 18:40:25, 
1.6398,07/02/2014 18:41:03, 
1.6399,07/02/2014 18:42:08, 
1.6398,07/02/2014 18:43:24, 
1.6398,07/02/2014 18:44:24, 
1.6395,07/02/2014 18:46:03, 
1.6395,07/02/2014 18:47:03, 
1.6396,07/02/2014 18:48:02, 
