0.8987,07/02/2014 17:57:48, 
0.8987,07/02/2014 17:58:04, 
0.8987,07/02/2014 17:59:53, 
0.8987,07/02/2014 18:00:07, 
0.8985,07/02/2014 18:02:25, 
0.8983,07/02/2014 18:03:28, 
0.8984,07/02/2014 18:04:19, 
0.8986,07/02/2014 18:06:05, 
0.8987,07/02/2014 18:07:24, 
0.8986,07/02/2014 18:08:04, 
0.8988,07/02/2014 18:09:48, 
0.8984,07/02/2014 18:11:05, 
0.8985,07/02/2014 18:14:43, 
0.8985,07/02/2014 18:15:29, 
0.8985,07/02/2014 18:16:21, 
0.8985,07/02/2014 18:16:22, 
0.8985,07/02/2014 18:18:09, 
0.8986,07/02/2014 18:18:30, 
0.8984,07/02/2014 18:19:25, 
0.8984,07/02/2014 18:20:05, 
0.8985,07/02/2014 18:21:14, 
0.8985,07/02/2014 18:22:05, 
0.8984,07/02/2014 18:23:25, 
0.8985,07/02/2014 18:24:10, 
0.8986,07/02/2014 18:25:08, 
0.8985,07/02/2014 18:27:05, 
0.8986,07/02/2014 18:27:12, 
0.8986,07/02/2014 18:28:18, 
0.8985,07/02/2014 18:29:10, 
0.8986,07/02/2014 18:30:40, 
0.8985,07/02/2014 18:31:05, 
0.8985,07/02/2014 18:32:06, 
0.8984,07/02/2014 18:34:58, 
0.8985,07/02/2014 18:35:11, 
0.8985,07/02/2014 18:36:08, 
0.8985,07/02/2014 18:37:06, 
0.8983,07/02/2014 18:38:05, 
0.8983,07/02/2014 18:39:05, 
0.8984,07/02/2014 18:40:27, 
0.8984,07/02/2014 18:41:04, 
0.8985,07/02/2014 18:42:09, 
0.8986,07/02/2014 18:43:51, 
0.8987,07/02/2014 18:44:46, 
0.8987,07/02/2014 18:46:04, 
0.8987,07/02/2014 18:47:04, 
0.8987,07/02/2014 18:48:14, 
