321306971464663040,LMAX Exchange,  avg spreads last 2hrs $usdchf 0.76 $eurgbp 0.73 $  $gbpusd 1.06 $eurusd 0.42. exchange fx 7o,08/04/2013 17:02:06
321306931719446529,EA,sold usdchf 0.93431,08/04/2013 17:01:56
385393370388234240,Forex Robot,  : bought 0.03 lots usdchf 0.90148 vy,02/10/2013 13:18:34
385396863349710849,SmithEntrepreneurs,this is exactly why i posted i did not want to go long $usdchf until we got back above 9080.,02/10/2013 13:32:27
385396444762349570,FXstreet.com News,$usdchf smashes near 0.9000 after dismal adp data f2,02/10/2013 13:30:47
385396317067173888,Millennium Traders,usdchf gain   jeannie made a short call on usdchf at 8:46am et and picked up 13 pips. ... kx,02/10/2013 13:30:16
385395903391354880,-ND-,  : $usdchf turns sharply lower after failure at 4th of lesser degree. new lows expected soon in the pair ,02/10/2013 13:28:38
386989536678404096,PayPip.com,buy limit $usdchf 0.9035,06/10/2013 23:01:10
386985196479709184,Mark Lewis,nervous $usdchf longs getting closed on thin opening volumes. same for $eurusd and $gbpusd shorts. aud  and jpy  index pushing higher,06/10/2013 22:43:55
