260168594866982912,gbpusd possible resistance around 1.6000,00:00:01
260168619714031617,usdjpy bid:79.27 ask:79.30 high:79.27 low:79.21 time:01:59 http:  t.co sa2hroys,00:00:07
260169062317969410,inside bar on usdjpy http:  t.co pub1nzgj,00:01:52
260169446864326656,closed sell 0.1 lots audusd 1.0268 for  33.0 pips  total for today  40.0 pips,00:03:24
260169664724860928,  forex flash: swap rates suggest eur usd closer to 1.20 than 1.30   bofa ...   nasdaq: forex flash: swap ... http:  t.co fro8lxmr,00:04:16
260169666104786945,  eurusd x   last: $1.30248:04pm est 10 22 2012  ,00:04:16
260169773197963264,closed buy stop 0.1 lots $eurusd 1.30782 for 0.0 pips  total for today 0.0 pips,00:04:42
260169780571541504,closed sell stop 0.1 lots $eurusd 1.30122 for 0.0 pips  total for today 0.0 pips,00:04:44
260170009073045505,usdchf possible resistance around 0.9280,00:05:38
260170435524714496,usd jpy touched a yesterday low  at 79.229  00:07 gmt ,00:07:20
260170650906423297,closed sell 0.04 lots $usdcad 0.99118 for  32.0 pips  total for today  32.0 pips,00:08:11
260170877033930752,closed sell 0.01 lots $audusd 1.0349 for  44.2 pips  total for today  44.2 pips tpoint  ,00:09:05
260170884768227328,bought 0.01 lots $eurusd 1.30199 tpoint  ,00:09:07
260170941085122560,forex: aud usd off to quiet start in asia: http:  t.co m4hatx1n  san francisco    aud usd gaped slightly ... http:  t.co qevi2fi7,00:09:20
260171111050911747,closed sell 0.02 lots audusd 1.03259 for  15.2 pips  total for today  15.2 pips,00:10:01
260171118957187073,closed sell 0.02 lots audusd 1.03201 for  10.5 pips  total for today  10.5 pips,00:10:03
260171295122132992,  forex flash: swap rates suggest eur usd closer to 1.20 than 1.30   bofa ...   nasdaq: fore... http:  t.co juxnw7rk,00:10:45
260171295998750720,  forex: aud usd off to quiet start in asia   nasdaq: forex: aud usd off to quiet start in a... http:  t.co ydkqatu0,00:10:45
260171647020040192,  forex: gbp jpy again fails to close above 61.8  fibo http:  t.co 6rgzzxpz interest  share it,00:12:09
260171933277122560,usd cad touched a yesterday low  at 0.99402  00:13 gmt ,00:13:17
260171936758390784,bounce time   why not  and ect.,00:13:18
260172001740718080,  : 5 times in the last 10 yrs: triple ma cross over in $eurusd  http:  t.co 0vwavgvf ,00:13:33
260172046082928640,forex flash: swap rates suggest eur usd closer to 1.20 than 1.30   bofa merrill lynch http:  t.co 3mzvuy9w,00:13:44
260172587051663360,asiaclassifiedtoday forex: aud usd off to quiet start in asia   nasdaq: forex: aud usd off to... http:  t.co xfjj1uoa,00:15:53
260172705347825664,closed sell 0.01 lots $eurusd 1.30159 for  9.9 pips  total for today  9.9 pips,00:16:21
260172812625510400,closed buy $audusd 1.03078 for  3.7 pips  total for today  3.7 pips,00:16:46
260172948906856449,week in americas: will carney disappoint loonie bulls $usdcad http:  t.co padt7c3t,00:17:19
260173108957286401,  : closed sell 0.01 lots $eurusd 1.30159 for  9.9 pips  total for today  9.9 pips,00:17:57
260173120294498305,  : forex flash: swap rates suggest eur usd closer to 1.20 than 1.30   bofa merrill lynch http:  t.co 3mzvuy9w,00:18:00
260173123033378816,  : 5 times in the last 10 yrs: triple ma cross over in $eurusd  http:  t.co 0vwavgvf ,00:18:00
260173126338502657,  : forex: gbp jpy again fails to close above 61.8  fibo http:  t.co 6rgzzxpz interest  share it,00:18:01
260173129085775874,  : forex flash: swap rates suggest eur usd closer to 1.20 than 1.30   bofa ...   nasdaq: fore... http:  t.co juxnw7rk,00:18:02
260173138179026945,  : bought 0.01 lots $eurusd 1.30199 tpoint  ,00:18:04
260173143862304768,  : closed sell stop 0.1 lots $eurusd 1.30122 for 0.0 pips  total for today 0.0 pips,00:18:05
260173146764767232,  : closed buy stop 0.1 lots $eurusd 1.30782 for 0.0 pips  total for today 0.0 pips,00:18:06
260173150321512448,  : eurusd x   last: $1.30248:04pm est 10 22 2012  ,00:18:07
260173153442099200,  : forex flash: swap rates suggest eur usd closer to 1.20 than 1.30   bofa ...   nasdaq: forex flash: swap ... http:  t.co fro8lxmr,00:18:08
260173158630424576,posted first video update for marketletters blog over the weekend   see http:  t.co exd0nqd0 $audusd,00:18:09
260173161449000960,  : forex flash: swap rates suggest eur usd closer to 1.20 than 1.30   bofa merrill lynch  http:  t.co mzcjynhn,00:18:10
260173166381510656,  : forex flash: swap rates suggest eur usd closer to 1.20 than 1.30   bofa merrill lynch: http:  t.co z4iqumrr  barc... http:  t.co hv9uh0cp,00:18:11
260173176527532033,  : bounce time   why not  and ect.,00:18:13
260173182445699072,  : gbpusd possible resistance around 1.6000,00:18:15
260173185218117632,  : forex   gbp usd down during the asian session http:  t.co r8ldb2hc,00:18:15
260173194013593600,  : forex   gbp usd weekly outlook: october 22   26: forex   gbp usd weekly outlook: october 22   26... http:  t.co ogqgoigz,00:18:17
260173196731502593,  : forex   gbp usd weekly outlook: october 22   26 http:  t.co nmvcr3vk,00:18:18
260173199487156224,  : closed sell 0.48 lots $gbpusd 1.6009 for  15.0 pips  total for today  15.0 pips,00:18:19
260173202402205696,  : closed buy 0.1 lots $gbpusd 1.60499 for  59.5 pips  total for today  59.5 pips  fxpro ,00:18:19
260173205061369857,  : sold 0.01 lots $gbpusd 1.60003 fxp live  ,00:18:20
260173208093851649,  : forex   gbp usd down during the asian session   forex pros: forex   gbp usd down during the asian sessio... http:  t.co pvqgxkod,00:18:21
260173210786623489,  :   down during the asian session   http:  t.co d3hlp63k,00:18:21
260173213408055297,  : gbpusd: potential resistance around 1.6172 area. potential support around 1.5866 area.  daily chart ,00:18:22
260173474369261568,usdjpy: potential resistance around 79.64 area. potential support around 78.89 area.  daily chart ,00:19:24
260173525741088769, : $audusd tests bids through 1.3000 http:  t.co 2g46j0wt,00:19:36
260173745480675328,closed buy stop 0.02 lots $usdcad 0.9967 for 0.0 pips  total for today 0.0 pips vps fx2,00:20:29
260173961445396480,eur usd touched a yesterday high  at 1.3029  00:21 gmt ,00:21:20
260174056987426816,closed buy $eurusd 1.30271 for  1.4 pips  total for today  5.1 pips,00:21:43
260174497192218624,  $eurusd in cons moving out to the 1 hr tl for next leg down ,00:23:28
260174729116278784,  : usdjpy: potential resistance around 79.64 area. potential support around 78.89 area.  daily chart ,00:24:23
260174798028689408,forex: aud usd off to quiet start in asianasdaqthere is little market moving data on offer in asia today  so aud... http:  t.co 4vhvkjis,00:24:40
260174802629844992,eurusd: restling at tl support http:  t.co pxzx88rf,00:24:41
260175042950860800,closed buy 0.01 lots $eurusd 1.30254 for  4.0 pips  total for today  4.0 pips,00:25:38
260175149842714625,  : eur usd touched a yesterday high  at 1.3029  00:21 gmt ,00:26:04
260175235742060545,h1 alert triggered: usdjpy .287.  0 pips from dpext.,00:26:24
260175625011220480,forex   gbp usd weekly outlook: october 22   26: forex   gbp usd weekly outlook: october 22   26...    http:  t.co ux4klskw,00:27:57
260175626697338880,forex   gbp usd weekly outlook: october 22   26 http:  t.co koxs3xwa,00:27:57
260175827524796416,  : forex   gbp usd weekly outlook: october 22   26 http:  t.co koxs3xwa,00:28:45
260175830288834561,  : forex   gbp usd weekly outlook: october 22   26: forex   gbp usd weekly outlook: october 22   26...    http:  t.co ux4klskw,00:28:46
260175836567699457,  :: $usdjpy  still pretty bullish    v.bednarik http:  t.co mrubfjpi,00:28:47
260176170455269376,usdcad possible resistance around 0.9940,00:30:07
260176200415195136,wall street forex robot has opened a usdchf buy trade of 0.10 lots at 0.92771... visit http:  t.co s93gujvn for live performance,00:30:14
260176271957430272,fxstreet  gt  gt  eurusd: restling at tl support http:  t.co apaavxc6,00:30:31
260176272028745730,eurusd: restling at tl support: last week s trading was once again was a bit slow and this may be the new norm u... http:  t.co 9mh0yg1u,00:30:31
260176277728813056,eurusd: restling at tl support http:  t.co nnukpmlb,00:30:33
260176492489744385,fxstreetreports: eurusd: restling at tl support http:  t.co bg4hsw5m,00:31:24
260176581639675904,forex: usd jpy  still pretty bullish    v.bednarik: http:  t.co mn1n7cs5  san francisco    the usd jpy advanced f... http:  t.co 5cdezrx4,00:31:45
260176693174620160,forex: aud usd tests bids through 1.3000 http:  t.co nvv4akws,00:32:12
260176834547834880,closed buy $usdjpy 79.243 for  5.3 pips  total for today  5.3 pips,00:32:45
260176972003549185,forex: aud usd off to quiet start in asia   nasdaq   forex: aud usd off to quiet start in http:  t.co yolyayag  sa... http:  t.co g6isxnhy,00:33:18
260177373398450177,eurusd: restling at tl support http:  t.co 5zmlpsjx,00:34:54
260177376368029696,eurusd: restling at tl support: last week s trading was once again was a bit slow and this may be the new norm u... http:  t.co 2wlvittp,00:34:55
260177404868317184,eurusd: restling at tl support http:  t.co dpwey7p0,00:35:01
260177413609242624,eurusd: restling at tl support http:  t.co cp0yeoys,00:35:03
260177533994139650,eurusd: restling at tl support http:  t.co bqvrkouj,00:35:32
260177547634028545,eurusd: restling at tl support http:  t.co zr7d7nis,00:35:35
260177618656194560,order opened: ticket 132666068 buy 0.58 lots eurusd1.30387,00:35:52
260177625555824640,closed buy 0.1 lots   gls systems  usdjpy 79.251 for  5.2 pips  total for today  5.2 pips,00:35:54
260177769881804801,closed buy $audusd 1.03178 for  0.4 pips  total for today  5.5 pips,00:36:28
260177860923387904,closed buy 0.1 lots $eurusd 1.30279 for  9.3 pips  total for today  9.3 pips,00:36:50
260178021783322624,bought 0.01 lots $usdcad 0.99398 tpoint  ,00:37:28
260178052804407296,sold 0.01 lots $eurusd 1.30337 tpoint  ,00:37:36
260178143577534464,sold 19.2 lots $usdcad 0.9936,00:37:57
260178150942732291,bought 2.4 lots $usdcad 0.994,00:37:59
260178182131556353,  forex: aud usd tests bids through 1.3000: http:  t.co nheddyqm  san francisco    after opening the... http:  t.co saofazz2,00:38:07
260178435152936961,  forex weekly outlook october 22 26 http:  t.co 5v19vdfv interest  share it,00:39:07
260178660676468736,  : forex weekly outlook october 22 26 http:  t.co 5v19vdfv interest  share it,00:40:01
260178668003946496,  : sold 0.01 lots $eurusd 1.30337 tpoint  ,00:40:02
260178671015452672,  : closed buy 0.1 lots $eurusd 1.30279 for  9.3 pips  total for today  9.3 pips,00:40:03
260178685523525632,  : order opened: ticket 132666068 buy 0.58 lots eurusd1.30387,00:40:07
260178688270819329,  : eurusd: restling at tl support http:  t.co zr7d7nis,00:40:07
260178691219390464,  : eurusd: restling at tl support http:  t.co bqvrkouj,00:40:08
260178694046367744,  : eurusd: restling at tl support http:  t.co cp0yeoys,00:40:09
260178700010655745,  : eurusd: restling at tl support http:  t.co dpwey7p0,00:40:10
260178702875373568,  : eurusd: restling at tl support: last week s trading was once again was a bit slow and this may be the new norm u... http:  t.co 2wlvittp,00:40:11
260178705664589825,  : eurusd: restling at tl support http:  t.co 5zmlpsjx,00:40:11
260178723398111234,usdjpy possible support around 79.25,00:40:16
260178880319598592,buy limit 0.04 lots $usdcad 0.99221 vps fx2,00:40:53
260178938884665344,  would you like to go long audusd ,00:41:07
260178945306136576,closed buy $eurusd 1.30187 for  5.0 pips  total for today  5.0 pips,00:41:09
260178959122194432,closed sell $eurusd 1.3023 for  10.0 pips  total for today  10.0 pips,00:41:12
260180109590405120,forex: aud usd tests bids through 1.3000 http:  t.co qkd5jodv,00:45:46
260180813247815681,eurusd: potential support around 1.3032 area. potential resistance around 1.3167 area.  daily chart ,00:48:34
260180851705384960,forex: aud usd tests bids through 1.3000 http:  t.co wv1b4r3w,00:48:43
260180869283708928,forex: usd jpy  still pretty bullish    v.bednarik: http:  t.co clc9dtpo  san francisco    the usd  http:  t.co w6x4h6wd,00:48:47
260180872836284416,forex: aud usd tests bids through 1.3000: http:  t.co clc9dtpo  san francisco    after opening the  http:  t.co luj76qzd,00:48:48
260181152407625729,  : eurusd: potential support around 1.3032 area. potential resistance around 1.3167 area.  daily chart ,00:49:55
260181154110529536,  : closed sell $eurusd 1.3023 for  10.0 pips  total for today  10.0 pips,00:49:55
