2.75677e+17,"bestfxrobots","today we added k7 fx trader  also from the forex maximum group.  this  one trades gbpusd on m15.","03/12/2012 19:03","null"
2.94427e+17,"FXstreetReports","$gbpusd awaiting short term consolidation breakout  ","24/01/2013 12:50","null"
298851858150203392,"Mahmoud_fx","can we see $gbpusd at 1.5407   double top pattern   ","05/02/2013 17:53:30","null "
2.89413e+17,"cititraderltd","dear customers  please find signals  pro signal real time alert   asset: gbpusd    direction:  call   price:  at... ","10/01/2013 16:45","null"
2.77739e+17,"FXTraderUpdates","   $gbpusd sentiment bullish based on analysis of 20 articles and reports. visit   ","09/12/2012 11:40","null"
2.7355e+17,"forex_fx_","  : closed buy limit gbpusd 1.5954 for 0.0 pips  total for today  9.0 pips","27/11/2012 22:11","null"
2.89161e+17,"aklainsta","closed sell gbpusd 1.6027 for  14.0 pips  total for today  27.0 pips","10/01/2013 00:05","null"
299043644558680064,"actecapital","tst_trader replies to: trading on tst indicators: good day    let s see what we have today:  gbpusd yesterday...  $$","06/02/2013 06:35:35","null "
2.87295e+17,"InvestForFriend","closed buy 0.05 lots gbpusd 1.61666 for  92.6 pips  total for today  1370.1 pips icmkts mam  ","04/01/2013 20:30","null"
2.87595e+17,"MelodeeRivas","closed buy 0.1 lots gbpusd 1.5729 for  6.0 pips  total for today  99.0 pips","05/01/2013 16:21","null"
299468939539406848,"oldtbone","closed buy 0.01 lots $gbpusd 1.57083 for  7.7 pips  total for today  36.6 pips","07/02/2013 10:45:33","null "
299930554739068928,"Chapuisat_","taking off gbpusd for 100 pips gain.","08/02/2013 17:19:51","null "
2.92555e+17,"loven_myfxbook","closed sell 0.02 lots $gbpusd 1.56749 for  90.7 pips  total for today  90.7 pips","19/01/2013 08:52","null"
2.73427e+17,"DiasForex","closed buy gbpusd 1.604 for  15.0 pips  total for today  113.0 pips","27/11/2012 14:06","null"
297007632164716544,"sb2signals","15:45 $gbpusd m15 sb2 setting up  close outside red box to trigger  read disclaimer carefully","31/01/2013 15:45:12","null "
2.95919e+17,"gatramega","gbpusd bid:1.5711 ask:1.5714 high:1.5783 low:1.5696 time:17:39 ","28/01/2013 15:40","null"
2.92633e+17,"H454NZ_JUVE","forex market commentary: gbpusd and eurusd update  18th january 2013  via  ","19/01/2013 14:01","null"
2.90957e+17,"tradingfloorcom","selling $gbpusd  looking for test of range lows   stop: 1.6155 bid   ","14/01/2013 23:01","null"
2.71324e+17,"themarketsniper","$gbpusd is a 15 min upside to 1.5962  $$","21/11/2012 18:48","null"
2.78222e+17,"forex_fx_","  : closed sell 1.0 lots gbpusd 1.5492 for  5.0 pips  total for today  252.0 pips","10/12/2012 19:39","null"
2.70981e+17,"SymbiosisFXFB2","gbpusd long entry for floor trader pivot point ","20/11/2012 20:05","null"
298839147102228480,"BlackCentaurFX","forexcom: $gbpusd has taken out last week s 1.5670 75 lows review friday s technical update for more:   ct $eurgbp...","05/02/2013 17:02:59","null "
298447081977294848,"matsu_portfolio","closed buy $gbpusd 1.57406 for  3.4 pips  total for today  43.9 pips","04/02/2013 15:05:03","null "
2.73355e+17,"NameSur71633099","closed buy limit gbpusd 1.5926 for 0.0 pips  total for today  20.0 pips","27/11/2012 09:17","null"
2.95903e+17,"AMGCapital","closed sell 0.1 lots gbpusd 1.57365 for  10.0 pips  total for today  100.9 pips","28/01/2013 14:36","null"
2.77181e+17,"FXTraderUpdates","   $gbpusd sentiment bullish based on analysis of 84 articles and reports. visit   ","07/12/2012 22:39","null"
2.93273e+17,"mrdskfx","closed sell 0.03 lots gbpusd 1.58674 for  25.4 pips  total for today  87.2 pips","21/01/2013 08:26","null"
2.71893e+17,"NameSur71633099","closed sell limit gbpusd 1.6006 for 0.0 pips  total for today  24.0 pips","23/11/2012 08:26","null"
2.95806e+17,"scofield123","$gbpusd declines to a new 5 month low around 1.5720  a previous resistance around 1.5700 may provide support.","28/01/2013 08:08","null"
2.88942e+17,"BlackCentaurFX","fxstreetreports: $gbpusd tests the 55 day sma ","09/01/2013 09:33","null"
2.9228e+17,"aklainsta","closed sell gbpusd 1.5921 for  10.0 pips  total for today  125.0 pips","18/01/2013 14:37","null"
2.74422e+17,"BioHive","forex: gbp usd flat below 1.6050  favors the upside  v.bednairk:   barcelona    gbpusd is aga... ","30/11/2012 07:57","null"
2.71947e+17,"fxstreetnewsfr"," : $gbpusd quitte le support des 1 5928 ","23/11/2012 12:04","null"
2.93816e+17,"QuaySolutions","closed sell 0.03 lots gbpusd 1.58063 for  20.5 pips  total for today  156.1 pips","22/01/2013 20:24","null"
297268286356340736,"MatthewCons1","closed buy 0.04 lots gbpusd 1.58466 for  13.2 pips  total for today  31.0 pips","01/02/2013 09:00:57","null "
2.68798e+17,"lenterakota","closed sell 0.01 lots $gbpusd 1.58467 for  20.3 pips  total for today  69.4 pips","14/11/2012 19:30","null"
2.94419e+17,"rozum_fx","closed sell $gbpusd 1.58224 for  1.7 pips  total for today  30.1 pips","24/01/2013 12:18","null"
2.90762e+17,"FXTraderUpdates","   sho future entry for the fibonacci pivot points is setting up. $gbpusd ","14/01/2013 10:07","null"
2.79986e+17,"7radersDiary","1.62... level is a strong rezistance level for gbpusd this point probably will be a reversal point.","15/12/2012 16:27","null"
2.95981e+17,"MellyForex","morpheus oddbot has opened a gbpusd sell trade of 0.22 lots at 1.56938... visit  for live performance","28/01/2013 19:45","null"
2.78218e+17,"forex_fx_","  :    long future entry for the elder impulse entry is setting up. $gbpusd ","10/12/2012 19:20","null"
2.92669e+17,"RolfWolf1","gbpusd technical update   week of 21 1 13: cable has seen extended downside price action since the 2 1 13 pinbar... ","19/01/2013 16:25","null"
2.79638e+17,"FXTraderUpdates","   long future entry for the active hours breakout is setting up. $gbpusd ","14/12/2012 17:23","null"
2.71249e+17,"dagang168_demo","closed buy 0.22 lots $gbpusd 1.58854 for  58.5 pips  total for today  1168.6 pips finfx demo","21/11/2012 13:49","null"
299951084330446848,"Onixfxinvest","closed buy 4.3 lots   gbpusd 1.57946 for  11.4 pips  total for today  249.1 pips","08/02/2013 18:41:25","null "
2.73837e+17,"MBForex","archive to today s scalp session . . . great discussions     $eurusd $audusd $gbpusd","28/11/2012 17:12","null"
298727057498718208,"tinytrade","closed buy gbpusd 1.57687 for  60.0 pips  total for today  44.9 pips","05/02/2013 09:37:35","null "
2.76766e+17,"actecapital","ill b back replies to: cable update  gbpusd : now that s what i call a short squeeze :p   personally  i think...  $$","06/12/2012 19:13","null"
2.69185e+17,"nataliakanzaki","closed buy $gbpusd 1.58761 for  20.5 pips  total for today  197.4 pips","15/11/2012 21:09","null"
298451769514663936,"HsiuGilmore1","closed sell 0.1 lots gbpusd 1.569 for  22.0 pips  total for today  93.0 pips","04/02/2013 15:23:41","null "
2.7625e+17,"FXTraderUpdates","   sho future entry for the elder impulse entry is setting up. $gbpusd ","05/12/2012 09:01","null"
2.72044e+17,"BortugnoS","closed sell $gbpusd 1.60432 for  8.2 pips  total for today  40.6 pips","23/11/2012 18:28","null"
299233306774478848,"kandicebkf","closed sell 0.1 lots gbpusd 1.569 for  22.0 pips  total for today  93.0 pips","06/02/2013 19:09:14","null "
